npi,taxid,plan_group_alias,billing_code,billing_code_type,negotiated_type,negotiated_rate_cal
1821004151,741109665,aetna_open_access_managed,90472,CPT,negotiated,8.47
1821004151,741109665,aetna_open_access_managed,82610,CPT,negotiated,158.46
1821004151,741109665,aetna_open_access_managed,90651,CPT,negotiated,0.01
1821004151,741109665,aetna_open_access_managed,76946,CPT,negotiated,591.09
1821004151,741109665,aetna_open_access_managed,J2250,CPT,negotiated,1.2
1821004151,741109665,aetna_open_access_managed,92579,CPT,negotiated,523.26
1821004151,741109665,aetna_open_access_managed,90471,CPT,negotiated,8.46
1821004151,741109665,aetna_open_access_managed,92504,CPT,negotiated,38.19
1821004151,741109665,aetna_open_access_managed,76805,CPT,negotiated,746.13
1821004151,741109665,aetna_open_access_managed,96450,CPT,negotiated,796.86
1821004151,741109665,aetna_open_access_managed,73600,CPT,negotiated,337.44
1821004151,741109665,aetna_open_access_managed,84446,CPT,negotiated,157.32
1821004151,741109665,aetna_open_access_managed,93975,CPT,negotiated,1179.33
1821004151,741109665,aetna_open_access_managed,82016,CPT,negotiated,27.36
1821004151,741109665,aetna_open_access_managed,92555,CPT,negotiated,185.25
1821004151,741109665,aetna_open_access_managed,85025,CPT,negotiated,137.94
1821004151,741109665,aetna_open_access_managed,J3010,CPT,negotiated,10.69
1821004151,741109665,aetna_open_access_managed,84443,CPT,negotiated,149.34
1821004151,741109665,aetna_open_access_managed,85027,CPT,negotiated,85.5
1821004151,741109665,aetna_open_access_managed,71046,CPT,negotiated,335.16
1821004151,741109665,aetna_open_access_managed,90648,CPT,negotiated,32.71
1821004151,741109665,aetna_open_access_managed,82128,CPT,negotiated,26.22
1821004151,741109665,aetna_open_access_managed,96360,CPT,negotiated,302.67
1821004151,741109665,aetna_open_access_managed,87661,CPT,negotiated,69.54
1821004151,741109665,aetna_open_access_managed,603,DRG,negotiated,13410.36
1821004151,741109665,aetna_open_access_managed,J1940,CPT,negotiated,15.25
1821004151,741109665,aetna_open_access_managed,81002,CPT,negotiated,21.66
1821004151,741109665,aetna_open_access_managed,64642,CPT,negotiated,4019.93
1821004151,741109665,aetna_open_access_managed,31525,CPT,negotiated,10186.3
1821004151,741109665,aetna_open_access_managed,78708,CPT,negotiated,1851.36
1821004151,741109665,aetna_open_access_managed,59025,CPT,negotiated,544.92
1821004151,741109665,aetna_open_access_managed,82784,CPT,negotiated,128.82
1821004151,741109665,aetna_open_access_managed,76820,CPT,negotiated,376.77
1821004151,741109665,aetna_open_access_managed,92553,CPT,negotiated,498.18
1821004151,741109665,aetna_open_access_managed,90716,CPT,negotiated,260.85
1821004151,741109665,aetna_open_access_managed,90734,CPT,negotiated,0.01
1821004151,741109665,aetna_open_access_managed,81001,CPT,negotiated,107.73
1821004151,741109665,aetna_open_access_managed,64643,CPT,negotiated,4019.93
1821004151,741109665,aetna_open_access_managed,76815,CPT,negotiated,485.07
1821004151,741109665,aetna_open_access_managed,87205,CPT,negotiated,86.07
1821004151,741109665,aetna_open_access_managed,73562,CPT,negotiated,145.35
1821004151,741109665,aetna_open_access_managed,S3620,CPT,negotiated,32.49
1821004151,741109665,aetna_open_access_managed,85007,CPT,negotiated,48.45
1821004151,741109665,aetna_open_access_managed,787,DRG,negotiated,10425.94
1821004151,741109665,aetna_open_access_managed,43247,CPT,negotiated,6561.12
1821004151,741109665,aetna_open_access_managed,86364,CPT,negotiated,80.37
1821004151,741109665,aetna_open_access_managed,U0005,CPT,negotiated,42.75
1821004151,741109665,aetna_open_access_managed,87040,CPT,negotiated,10.92
1821004151,741109665,aetna_open_access_managed,82248,CPT,negotiated,26.03
1821004151,741109665,aetna_open_access_managed,80048,CPT,negotiated,181.75
1821004151,741109665,aetna_open_access_managed,J9260,CPT,negotiated,23.85
1821004151,741109665,aetna_open_access_managed,786,DRG,negotiated,10875.4
1821004151,741109665,aetna_open_access_managed,73080,CPT,negotiated,388.17
1821004151,741109665,aetna_open_access_managed,74018,CPT,negotiated,129.96
1821004151,741109665,aetna_open_access_managed,72170,CPT,negotiated,351.69
1821004151,741109665,aetna_open_access_managed,86664,CPT,negotiated,163.02
1821004151,741109665,aetna_open_access_managed,85384,CPT,negotiated,117.42
1821004151,741109665,aetna_open_access_managed,76813,CPT,negotiated,456
1821004151,741109665,aetna_open_access_managed,89051,CPT,negotiated,390.45
1821004151,741109665,aetna_open_access_managed,J2704,CPT,negotiated,1.27
1821004151,741109665,aetna_open_access_managed,73560,CPT,negotiated,127.68
1821004151,741109665,aetna_open_access_managed,99283,CPT,negotiated,1173.63
1821004151,741109665,aetna_open_access_managed,J2405,CPT,negotiated,1.32
1821004151,741109665,aetna_open_access_managed,92587,CPT,negotiated,961.59
1821004151,741109665,aetna_open_access_managed,80197,CPT,negotiated,245.1
1821004151,741109665,aetna_open_access_managed,85652,CPT,negotiated,55.86
1821004151,741109665,aetna_open_access_managed,77075,CPT,negotiated,2121
1821004151,741109665,aetna_open_access_managed,93325,CPT,negotiated,469.68
1821004151,741109665,aetna_open_access_managed,82247,CPT,negotiated,26.22
1821004151,741109665,aetna_open_access_managed,818,DRG,negotiated,18334.11
1821004151,741109665,aetna_open_access_managed,86665,CPT,negotiated,192.09
1821004151,741109665,aetna_open_access_managed,72040,CPT,negotiated,127.68
1821004151,741109665,aetna_open_access_managed,638,DRG,negotiated,15462.43
1821004151,741109665,aetna_open_access_managed,99284,CPT,negotiated,2374.58
1821004151,741109665,aetna_open_access_managed,80069,CPT,negotiated,287.85
1821004151,741109665,aetna_open_access_managed,90723,CPT,negotiated,153.05
1821004151,741109665,aetna_open_access_managed,95782,CPT,negotiated,5629.89
1821004151,741109665,aetna_open_access_managed,88300,CPT,negotiated,256.5
1821004151,741109665,aetna_open_access_managed,90707,CPT,negotiated,147.71
1821004151,741109665,aetna_open_access_managed,76700,CPT,negotiated,1014.6
1821004151,741109665,aetna_open_access_managed,92582,CPT,negotiated,523.26
1821004151,741109665,aetna_open_access_managed,73610,CPT,negotiated,175.84
1821004151,741109665,aetna_open_access_managed,83525,CPT,negotiated,108.3
1821004151,741109665,aetna_open_access_managed,80053,CPT,negotiated,436.62
1821004151,741109665,aetna_open_access_managed,76819,CPT,negotiated,400.71
1821004151,741109665,aetna_open_access_managed,31622,CPT,negotiated,10186.3
1821004151,741109665,aetna_open_access_managed,92557,CPT,negotiated,523.26
1821004151,741109665,aetna_open_access_managed,J0585,CPT,negotiated,14.69
1821004151,741109665,aetna_open_access_managed,93270,CPT,negotiated,257.64
1821004151,741109665,bcbs_tx_ppo,622,DRG,negotiated,71232.64
1821004151,741109665,bcbs_tx_ppo,76536,CPT,negotiated,1284
1821004151,741109665,bcbs_tx_ppo,J3010,CPT,negotiated,8.4
1821004151,741109665,bcbs_tx_ppo,A9577,CPT,negotiated,13.42
1821004151,741109665,bcbs_tx_ppo,U0005,CPT,negotiated,36.08
1821004151,741109665,bcbs_tx_ppo,73630,CPT,negotiated,108.87
1821004151,741109665,bcbs_tx_ppo,84439,CPT,negotiated,106.43
1821004151,741109665,bcbs_tx_ppo,70543,CPT,negotiated,4261.81
1821004151,741109665,bcbs_tx_ppo,80180,CPT,negotiated,193.85
1821004151,741109665,bcbs_tx_ppo,J0585,CPT,negotiated,13.66
1821004151,741109665,bcbs_tx_ppo,90651,CPT,negotiated,764.84
1821004151,741109665,bcbs_tx_ppo,541,DRG,negotiated,13327.25
1821004151,741109665,bcbs_tx_ppo,207,DRG,negotiated,21856.96
1821004151,741109665,bcbs_tx_ppo,A6455,CPT,negotiated,6.7
1821004151,741109665,bcbs_tx_ppo,74712,CPT,negotiated,2028.56
1821004151,741109665,bcbs_tx_ppo,Q9958,CPT,negotiated,0.37
1821004151,741109665,bcbs_tx_ppo,92626,CPT,negotiated,113.02
1821004151,741109665,bcbs_tx_ppo,99281,CPT,negotiated,310.58
1821004151,741109665,bcbs_tx_ppo,76506,CPT,negotiated,355.94
1821004151,741109665,bcbs_tx_ppo,92555,CPT,negotiated,164.02
1821004151,741109665,bcbs_tx_ppo,90700,CPT,negotiated,109.08
1821004151,741109665,bcbs_tx_ppo,92583,CPT,negotiated,149.5
1821004151,741109665,bcbs_tx_ppo,83735,CPT,negotiated,65.42
1821004151,741109665,bcbs_tx_ppo,99285,CPT,negotiated,3297.02
1821004151,741109665,bcbs_tx_ppo,95976,CPT,negotiated,54.83
1821004151,741109665,bcbs_tx_ppo,87338,CPT,negotiated,94.76
1821004151,741109665,bcbs_tx_ppo,S3620,CPT,negotiated,29.46
1821004151,741109665,bcbs_tx_ppo,72170,CPT,negotiated,62.69
1821004151,741109665,bcbs_tx_ppo,83540,CPT,negotiated,56.64
1821004151,741109665,bcbs_tx_ppo,99284,CPT,negotiated,1782.63
1821004151,741109665,bcbs_tx_ppo,59820,CPT,negotiated,2500
1821004151,741109665,bcbs_tx_ppo,29345,CPT,negotiated,628.32
1821004151,741109665,bcbs_tx_ppo,93246,CPT,negotiated,141.92
1821004151,741109665,bcbs_tx_ppo,76801,CPT,negotiated,556.96
1821004151,741109665,bcbs_tx_ppo,86317,CPT,negotiated,86.72
1821004151,741109665,bcbs_tx_ppo,J7050,CPT,negotiated,11.3
1821004151,741109665,bcbs_tx_ppo,82652,CPT,negotiated,145.6
1821004151,741109665,bcbs_tx_ppo,76802,CPT,negotiated,358.8
1821004151,741109665,bcbs_tx_ppo,A6257,CPT,negotiated,49.39
1821004151,741109665,bcbs_tx_ppo,92552,CPT,negotiated,265.03
1821004151,741109665,bcbs_tx_ppo,84484,CPT,negotiated,128.84
1821004151,741109665,bcbs_tx_ppo,95813,CPT,negotiated,1913.66
1821004151,741109665,bcbs_tx_ppo,71045,CPT,negotiated,256.37
1821004151,741109665,bcbs_tx_ppo,86580,CPT,negotiated,22.08
1821004151,741109665,bcbs_tx_ppo,86160,CPT,negotiated,178.46
1821004151,741109665,bcbs_tx_ppo,76946,CPT,negotiated,530.97
1821004151,741109665,bcbs_tx_ppo,93971,CPT,negotiated,795.08
1821004151,741109665,bcbs_tx_ppo,90686,CPT,negotiated,37.97
1821004151,741109665,bcbs_tx_ppo,90675,CPT,negotiated,897
1821004151,741109665,bcbs_tx_ppo,344,DRG,negotiated,47549.03
1821004151,741109665,bcbs_tx_ppo,542,DRG,negotiated,12342.83
1821004151,741109665,bcbs_tx_ppo,84143,CPT,negotiated,100.8
1821004151,741109665,bcbs_tx_ppo,87045,CPT,negotiated,182.61
1821004151,741109665,bcbs_tx_ppo,80299,CPT,negotiated,193.84
1821004151,741109665,bcbs_tx_ppo,76700,CPT,negotiated,580.8
1821004151,741109665,bcbs_tx_ppo,J1756,CPT,negotiated,1.88
1821004151,741109665,bcbs_tx_ppo,92557,CPT,negotiated,402.04
1821004151,741109665,bcbs_tx_ppo,82248,CPT,negotiated,37.72
1821004151,741109665,bcbs_tx_ppo,82306,CPT,negotiated,136.13
1821004151,741109665,bcbs_tx_ppo,70553,CPT,negotiated,5027.43
1821004151,741109665,bcbs_tx_ppo,77075,CPT,negotiated,1025.51
1821004151,741109665,bcbs_tx_ppo,C9803,CPT,negotiated,40.4
1821004151,741109665,bcbs_tx_ppo,J2704,CPT,negotiated,0.97
1821004151,741109665,bcbs_tx_ppo,82550,CPT,negotiated,70.52
1821004151,741109665,bcbs_tx_ppo,90680,CPT,negotiated,292.72
1821004151,741109665,bcbs_tx_ppo,69200,CPT,negotiated,404.16
1821004151,741109665,bcbs_tx_ppo,73600,CPT,negotiated,236.8
1821004151,741109665,bcbs_tx_ppo,90744,CPT,negotiated,72.75
1821004151,741109665,bcbs_tx_ppo,94010,CPT,negotiated,603.63
1821004151,741109665,bcbs_tx_ppo,81025,CPT,negotiated,14.42
1821004151,741109665,bcbs_tx_ppo,72100,CPT,negotiated,210
1821004151,741109665,bcbs_tx_ppo,27427,CPT,negotiated,28414.04
1821004151,741109665,bcbs_tx_ppo,73100,CPT,negotiated,102.54
1821004151,741109665,bcbs_tx_ppo,59812,CPT,negotiated,8009.79
1821004151,741109665,bcbs_tx_ppo,81001,CPT,negotiated,90.91
1821004151,741109665,bcbs_tx_ppo,G0463,CPT,negotiated,81.29
1821004151,741109665,bcbs_tx_ppo,96450,CPT,negotiated,672.45
1821004151,741109665,bcbs_tx_ppo,86364,CPT,negotiated,66.56
1821004151,741109665,bcbs_tx_ppo,80145,CPT,negotiated,109.6
1821004151,741109665,bcbs_tx_ppo,263,DRG,negotiated,44006.35
1821004151,741109665,bcbs_tx_ppo,36416,CPT,negotiated,28.98
1821004151,741109665,bcbs_tx_ppo,J2405,CPT,negotiated,1.56
1821004151,741109665,bcbs_tx_ppo,93005,CPT,negotiated,269.36
1821004151,741109665,bcbs_tx_ppo,83615,CPT,negotiated,74.08
1821004151,741109665,bcbs_tx_ppo,90633,CPT,negotiated,120.12
1821004151,741109665,bcbs_tx_ppo,76820,CPT,negotiated,317.95
1821004151,741109665,bcbs_tx_ppo,73560,CPT,negotiated,107.74
1821004151,741109665,bcbs_tx_ppo,96416,CPT,negotiated,920.15
1821004151,741109665,bcbs_tx_ppo,80050,CPT,negotiated,622.08
1821004151,741109665,bcbs_tx_ppo,70250,CPT,negotiated,303.51
1821004151,741109665,bcbs_tx_ppo,A9539,CPT,negotiated,343.92
1821004151,741109665,bcbs_tx_ppo,99282,CPT,negotiated,404.16
1821004151,741109665,bcbs_tx_ppo,J2590,CPT,negotiated,4.19
1821004151,741109665,bcbs_tx_ppo,92579,CPT,negotiated,441.56
1821004151,741109665,bcbs_tx_ppo,90471,CPT,negotiated,6.72
1821004151,741109665,bcbs_tx_ppo,85390,CPT,negotiated,64.93
1821004151,741109665,bcbs_tx_ppo,72146,CPT,negotiated,2552.19
1821004151,741109665,bcbs_tx_ppo,J2850,CPT,negotiated,78.3
1821004151,741109665,bcbs_tx_ppo,84100,CPT,negotiated,39.92
1821004151,741109665,bcbs_tx_ppo,182,DRG,negotiated,78293.14
1821004151,741109665,bcbs_tx_ppo,85660,CPT,negotiated,77.77
1821004151,741109665,bcbs_tx_ppo,72082,CPT,negotiated,376.2
1821004151,741109665,bcbs_tx_ppo,76800,CPT,negotiated,813.69
1821004151,741109665,bcbs_tx_ppo,77072,CPT,negotiated,437.76
1821004151,741109665,bcbs_tx_ppo,84402,CPT,negotiated,110.88
1821004151,741109665,bcbs_tx_ppo,19120,CPT,negotiated,9997.22
1821004151,741109665,bcbs_tx_ppo,76825,CPT,negotiated,2189.99
1821004151,741109665,bcbs_tx_ppo,85240,CPT,negotiated,260.18
1821004151,741109665,bcbs_tx_ppo,87340,CPT,negotiated,64.15
1821004151,741109665,bcbs_tx_ppo,90472,CPT,negotiated,6.83
1821004151,741109665,bcbs_tx_ppo,696,DRG,negotiated,72985.94
1821004151,741109665,bcbs_tx_ppo,73590,CPT,negotiated,281.52
1821004151,741109665,bcbs_tx_ppo,A6453,CPT,negotiated,3.01
1821004151,741109665,bcbs_tx_ppo,566,DRG,negotiated,10906.17
1821004151,741109665,bcbs_tx_ppo,89230,CPT,negotiated,328.89
1821004151,741109665,bcbs_tx_ppo,26055,CPT,negotiated,8322.97
1821004151,741109665,bcbs_tx_ppo,81229,CPT,negotiated,3369.12
1821004151,741109665,bcbs_tx_ppo,92523,CPT,negotiated,304.85
1821004151,741109665,bcbs_tx_ppo,85652,CPT,negotiated,47.14
1821004151,741109665,bcbs_tx_ppo,90716,CPT,negotiated,544.32
1821004151,741109665,bcbs_tx_ppo,121,DRG,negotiated,43463.38
1821004151,741109665,bcbs_tx_ppo,72081,CPT,negotiated,373.74
1821004151,741109665,bcbs_tx_ppo,561,DRG,negotiated,5246.7
1821004151,741109665,bcbs_tx_ppo,86900,CPT,negotiated,69.12
1821004151,741109665,bcbs_tx_ppo,43239,CPT,negotiated,6212.88
1821004151,741109665,bcbs_tx_ppo,817,DRG,negotiated,8373.07
1821004151,741109665,bcbs_tx_ppo,83002,CPT,negotiated,142.53
1821004151,741109665,bcbs_tx_ppo,560,DRG,negotiated,11185.74
1821004151,741109665,bcbs_tx_ppo,J2250,CPT,negotiated,0.64
1821004151,741109665,bcbs_tx_ppo,420,DRG,negotiated,23246.18
1821004151,741109665,bcbs_tx_ppo,83835,CPT,negotiated,116.84
1821004151,741109665,bcbs_tx_ppo,83655,CPT,negotiated,77.93
1821004151,741109665,bcbs_tx_ppo,640,DRG,negotiated,3419.6
1821004151,741109665,bcbs_tx_ppo,J0295,CPT,negotiated,16.98
1821004151,741109665,bcbs_tx_ppo,J0696,CPT,negotiated,2.99
1821004151,741109665,bcbs_tx_ppo,64644,CPT,negotiated,11442.31
1821004151,741109665,bcbs_tx_ppo,137,DRG,negotiated,19962.47
1821004151,741109665,bcbs_tx_ppo,62368,CPT,negotiated,1646.4
1821004151,741109665,bcbs_tx_ppo,84156,CPT,negotiated,59.65
1821004151,741109665,bcbs_tx_ppo,41899,CPT,negotiated,7852.09
1821004151,741109665,bcbs_tx_ppo,74230,CPT,negotiated,341.6
1821004151,741109665,bcbs_tx_ppo,90713,CPT,negotiated,237.02
1821004151,741109665,bcbs_tx_ppo,82657,CPT,negotiated,340.21
1821004151,741109665,bcbs_tx_ppo,49585,CPT,negotiated,8269.57
1821004151,741109665,bcbs_tx_ppo,97112,CPT,negotiated,124.58
1821004151,741109665,bcbs_tx_ppo,J9260,CPT,negotiated,13.18
1821004151,741109665,bcbs_tx_ppo,30901,CPT,negotiated,601.92
1821004151,741109665,bcbs_tx_ppo,76828,CPT,negotiated,351.13
1821004151,741109665,bcbs_tx_ppo,85025,CPT,negotiated,117.37
1821004151,741109665,bcbs_tx_ppo,69210,CPT,negotiated,1350.75
1821004151,741109665,bcbs_tx_ppo,59000,CPT,negotiated,942.35
1821004151,741109665,bcbs_tx_ppo,65222,CPT,negotiated,7167.88
1821004151,741109665,bcbs_tx_ppo,97162,CPT,negotiated,181.7
1821004151,741109665,bcbs_tx_ppo,84112,CPT,negotiated,270.9
1821004151,741109665,bcbs_tx_ppo,49451,CPT,negotiated,11762.55
1821004151,741109665,bcbs_tx_ppo,76810,CPT,negotiated,1053
1821004151,741109665,bcbs_tx_ppo,82784,CPT,negotiated,106.68
1821004151,741109665,bcbs_tx_ppo,73221,CPT,negotiated,6365
1821004151,741109665,bcbs_tx_ppo,71260,CPT,negotiated,1570.34
1821004151,741109665,bcbs_tx_ppo,86780,CPT,negotiated,31.75
1821004151,741109665,bcbs_tx_ppo,76827,CPT,negotiated,545.46
1821004151,741109665,bcbs_tx_ppo,72083,CPT,negotiated,432.9
1821004151,741109665,bcbs_tx_ppo,U0003,CPT,negotiated,169.17
1821004151,741109665,bcbs_tx_ppo,84999,CPT,negotiated,167.32
1821004151,741109665,bcbs_tx_ppo,J2930,CPT,negotiated,39.2
1821004151,741109665,bcbs_tx_ppo,251,DRG,negotiated,22092.15
1821004151,741109665,bcbs_tx_ppo,80164,CPT,negotiated,141.42
1821004151,741109665,bcbs_tx_ppo,72158,CPT,negotiated,7591
1821004151,741109665,bcbs_tx_ppo,73562,CPT,negotiated,393.6
1821004151,741109665,bcbs_tx_ppo,86901,CPT,negotiated,56.64
1821004151,741109665,bcbs_tx_ppo,97165,CPT,negotiated,165.52
1821004151,741109665,bcbs_tx_ppo,88304,CPT,negotiated,342.35
1821004151,741109665,bcbs_tx_ppo,141,DRG,negotiated,12339.6
1821004151,741109665,bcbs_tx_ppo,80076,CPT,negotiated,206.55
1821004151,741109665,bcbs_tx_ppo,J0690,CPT,negotiated,5.11
1821004151,741109665,bcbs_tx_ppo,A6213,CPT,negotiated,4.38
1821004151,741109665,bcbs_tx_ppo,78645,CPT,negotiated,1749.88
1821004151,741109665,bcbs_tx_ppo,J0490,CPT,negotiated,306.16
1821004151,741109665,bcbs_tx_ppo,82105,CPT,negotiated,142.38
1821004151,741109665,bcbs_tx_ppo,64642,CPT,negotiated,3604.47
1821004151,741109665,bcbs_tx_ppo,54161,CPT,negotiated,7951.13
1821004151,741109665,bcbs_tx_ppo,82626,CPT,negotiated,109.92
1821004151,741109665,bcbs_tx_ppo,76811,CPT,negotiated,720.06
1821004151,741109665,bcbs_tx_ppo,88230,CPT,negotiated,1442.55
1821004151,741109665,bcbs_tx_ppo,62252,CPT,negotiated,419.04
1821004151,741109665,bcbs_tx_ppo,80069,CPT,negotiated,268.16
1821004151,741109665,bcbs_tx_ppo,54640,CPT,negotiated,6317.32
1821004151,741109665,bcbs_tx_ppo,42820,CPT,negotiated,9633.12
1821004151,741109665,bcbs_tx_ppo,83001,CPT,negotiated,244.84
1821004151,741109665,bcbs_tx_ppo,82542,CPT,negotiated,181.95
1821004151,741109665,bcbs_tx_ppo,86762,CPT,negotiated,140.22
1821004151,741109665,bcbs_tx_ppo,73721,CPT,negotiated,5185
1821004151,741109665,bcbs_tx_ppo,96360,CPT,negotiated,253.28
1821004151,741109665,bcbs_tx_ppo,88342,CPT,negotiated,314.93
1821004151,741109665,bcbs_tx_ppo,563,DRG,negotiated,7506.24
1821004151,741109665,bcbs_tx_ppo,J0834,CPT,negotiated,333.96
1821004151,741109665,bcbs_tx_ppo,44970,CPT,negotiated,10306.17
1821004151,741109665,bcbs_tx_ppo,86704,CPT,negotiated,114.48
1821004151,741109665,bcbs_tx_ppo,97161,CPT,negotiated,98.69
1821004151,741109665,bcbs_tx_ppo,84443,CPT,negotiated,126.02
1821004151,741109665,bcbs_tx_ppo,J1100,CPT,negotiated,2.21
1821004151,741109665,bcbs_tx_ppo,86431,CPT,negotiated,130.84
1821004151,741109665,bcbs_tx_ppo,J7042,CPT,negotiated,6.67
