npi,taxid,plan_group_alias,billing_code,billing_code_type,negotiated_type, negotiated_rate_cal 
1063466035,621801360,bcbs_tx_ppo,80400,CPT/HCPC,negotiated,99.16
1063466035,621801360,bcbs_tx_ppo,80400,CPT/HCPC,negotiated,99.16
1063466035,621801360,bcbs_tx_ppo,95803,CPT/HCPC,negotiated,162.83
1063466035,621801360,bcbs_tx_ppo,95803,CPT/HCPC,negotiated,162.83
1063466035,621801360,bcbs_tx_ppo,86015,CPT/HCPC,negotiated,35.05
1063466035,621801360,bcbs_tx_ppo,86015,CPT/HCPC,negotiated,35.05
1063466035,621801360,bcbs_tx_ppo,96900,CPT/HCPC,negotiated,98.95
1063466035,621801360,bcbs_tx_ppo,96900,CPT/HCPC,negotiated,98.95
1063466035,621801360,bcbs_tx_ppo,85307,CPT/HCPC,negotiated,46.57
1063466035,621801360,bcbs_tx_ppo,85307,CPT/HCPC,negotiated,46.57
1063466035,621801360,bcbs_tx_ppo,97814,CPT/HCPC,negotiated,84.27
1063466035,621801360,bcbs_tx_ppo,97814,CPT/HCPC,negotiated,84.27
1063466035,621801360,bcbs_tx_ppo,97813,CPT/HCPC,negotiated,100.28
1063466035,621801360,bcbs_tx_ppo,97813,CPT/HCPC,negotiated,100.28
1063466035,621801360,bcbs_tx_ppo,97811,CPT/HCPC,negotiated,76.81
1063466035,621801360,bcbs_tx_ppo,97811,CPT/HCPC,negotiated,76.81
1063466035,621801360,bcbs_tx_ppo,97810,CPT/HCPC,negotiated,92.8
1063466035,621801360,bcbs_tx_ppo,97810,CPT/HCPC,negotiated,92.8
1063466035,621801360,bcbs_tx_ppo,78278,CPT/HCPC,negotiated,1077.99
1063466035,621801360,bcbs_tx_ppo,78278,CPT/HCPC,negotiated,1077.99
1063466035,621801360,bcbs_tx_ppo,80074,CPT/HCPC,negotiated,144.8
1063466035,621801360,bcbs_tx_ppo,80074,CPT/HCPC,negotiated,144.8
1063466035,621801360,bcbs_tx_ppo,78456,CPT/HCPC,negotiated,938.75
1063466035,621801360,bcbs_tx_ppo,78456,CPT/HCPC,negotiated,938.75
1063466035,621801360,bcbs_tx_ppo,82016,CPT/HCPC,negotiated,50.13
1063466035,621801360,bcbs_tx_ppo,82016,CPT/HCPC,negotiated,50.13
1063466035,621801360,bcbs_tx_ppo,82017,CPT/HCPC,negotiated,51.28
1063466035,621801360,bcbs_tx_ppo,82017,CPT/HCPC,negotiated,51.28
1063466035,621801360,bcbs_tx_ppo,80145,CPT/HCPC,negotiated,117.25
1063466035,621801360,bcbs_tx_ppo,80145,CPT/HCPC,negotiated,117.25
1063466035,621801360,bcbs_tx_ppo,97153,CPT/HCPC,negotiated,80.87
1063466035,621801360,bcbs_tx_ppo,97153,CPT/HCPC,negotiated,80.87
1063466035,621801360,bcbs_tx_ppo,97155,CPT/HCPC,negotiated,80.87
1063466035,621801360,bcbs_tx_ppo,97155,CPT/HCPC,negotiated,80.87
1063466035,621801360,bcbs_tx_ppo,29440,CPT/HCPC,negotiated,32.57
1063466035,621801360,bcbs_tx_ppo,29440,CPT/HCPC,negotiated,32.57
1063466035,621801360,bcbs_tx_ppo,K1022,CPT/HCPC,negotiated,665.63
1063466035,621801360,bcbs_tx_ppo,K1022,CPT/HCPC,negotiated,665.63
1063466035,621801360,bcbs_tx_ppo,K1014,CPT/HCPC,negotiated,2795.88
1063466035,621801360,bcbs_tx_ppo,K1014,CPT/HCPC,negotiated,2795.88
1063466035,621801360,bcbs_tx_ppo,93657,CPT/HCPC,negotiated,1320.63
1063466035,621801360,bcbs_tx_ppo,93657,CPT/HCPC,negotiated,1320.63
1063466035,621801360,bcbs_tx_ppo,42831,CPT/HCPC,negotiated,3876.55
1063466035,621801360,bcbs_tx_ppo,42830,CPT/HCPC,negotiated,3876.55
1063466035,621801360,bcbs_tx_ppo,42836,CPT/HCPC,negotiated,3876.55
1063466035,621801360,bcbs_tx_ppo,42835,CPT/HCPC,negotiated,3876.55
1063466035,621801360,bcbs_tx_ppo,82030,CPT/HCPC,negotiated,78.43
1063466035,621801360,bcbs_tx_ppo,82030,CPT/HCPC,negotiated,78.43
1063466035,621801360,bcbs_tx_ppo,A7506,CPT/HCPC,negotiated,0.69
1063466035,621801360,bcbs_tx_ppo,A7506,CPT/HCPC,negotiated,0.69
1063466035,621801360,bcbs_tx_ppo,A5126,CPT/HCPC,negotiated,2.77
1063466035,621801360,bcbs_tx_ppo,A5126,CPT/HCPC,negotiated,2.77
1063466035,621801360,bcbs_tx_ppo,A4455,CPT/HCPC,negotiated,2.57
1063466035,621801360,bcbs_tx_ppo,A4455,CPT/HCPC,negotiated,2.57
1063466035,621801360,bcbs_tx_ppo,A4456,CPT/HCPC,negotiated,0.51
1063466035,621801360,bcbs_tx_ppo,A4456,CPT/HCPC,negotiated,0.51
1063466035,621801360,bcbs_tx_ppo,A4364,CPT/HCPC,negotiated,5.71
1063466035,621801360,bcbs_tx_ppo,A4364,CPT/HCPC,negotiated,5.71
1063466035,621801360,bcbs_tx_ppo,14301,CPT/HCPC,negotiated,4406.39
1063466035,621801360,bcbs_tx_ppo,14060,CPT/HCPC,negotiated,2401.66
1063466035,621801360,bcbs_tx_ppo,14061,CPT/HCPC,negotiated,2401.66
1063466035,621801360,bcbs_tx_ppo,14040,CPT/HCPC,negotiated,2401.66
1063466035,621801360,bcbs_tx_ppo,14041,CPT/HCPC,negotiated,2401.66
1063466035,621801360,bcbs_tx_ppo,14020,CPT/HCPC,negotiated,2401.66
1063466035,621801360,bcbs_tx_ppo,14021,CPT/HCPC,negotiated,2401.66
1063466035,621801360,bcbs_tx_ppo,14000,CPT/HCPC,negotiated,2401.66
1063466035,621801360,bcbs_tx_ppo,14001,CPT/HCPC,negotiated,2401.66
1063466035,621801360,bcbs_tx_ppo,E2102,CPT/HCPC,negotiated,630.1
1063466035,621801360,bcbs_tx_ppo,E2102,CPT/HCPC,negotiated,630.1
1063466035,621801360,bcbs_tx_ppo,K0040,CPT/HCPC,negotiated,136.1
1063466035,621801360,bcbs_tx_ppo,K0040,CPT/HCPC,negotiated,136.1
1063466035,621801360,bcbs_tx_ppo,S2083,CPT/HCPC,negotiated,1599.94
1063466035,621801360,bcbs_tx_ppo,S2083,CPT/HCPC,negotiated,1599.94
1063466035,621801360,bcbs_tx_ppo,20693,CPT/HCPC,negotiated,8853.29
1063466035,621801360,bcbs_tx_ppo,96161,CPT/HCPC,negotiated,9.59
1063466035,621801360,bcbs_tx_ppo,96161,CPT/HCPC,negotiated,9.59
1063466035,621801360,bcbs_tx_ppo,G0010,CPT/HCPC,negotiated,153.62
1063466035,621801360,bcbs_tx_ppo,G0010,CPT/HCPC,negotiated,153.62
1063466035,621801360,bcbs_tx_ppo,G0008,CPT/HCPC,negotiated,70.42
1063466035,621801360,bcbs_tx_ppo,G0008,CPT/HCPC,negotiated,70.42
1063466035,621801360,bcbs_tx_ppo,96160,CPT/HCPC,negotiated,9.59
1063466035,621801360,bcbs_tx_ppo,96160,CPT/HCPC,negotiated,9.59
1063466035,621801360,bcbs_tx_ppo,G0009,CPT/HCPC,negotiated,141.87
1063466035,621801360,bcbs_tx_ppo,G0009,CPT/HCPC,negotiated,141.87
1063466035,621801360,bcbs_tx_ppo,A7006,CPT/HCPC,negotiated,17.18
1063466035,621801360,bcbs_tx_ppo,A7006,CPT/HCPC,negotiated,17.18
1063466035,621801360,bcbs_tx_ppo,A7003,CPT/HCPC,negotiated,4.26
1063466035,621801360,bcbs_tx_ppo,A7003,CPT/HCPC,negotiated,4.26
1063466035,621801360,bcbs_tx_ppo,A7005,CPT/HCPC,negotiated,39.49
1063466035,621801360,bcbs_tx_ppo,A7005,CPT/HCPC,negotiated,39.49
1063466035,621801360,bcbs_tx_ppo,0015M,CPT/HCPC,negotiated,1830.38
1063466035,621801360,bcbs_tx_ppo,0015M,CPT/HCPC,negotiated,1830.38
1063466035,621801360,bcbs_tx_ppo,78075,CPT/HCPC,negotiated,1484.57
1063466035,621801360,bcbs_tx_ppo,78075,CPT/HCPC,negotiated,1484.57
1063466035,621801360,bcbs_tx_ppo,S2103,CPT/HCPC,negotiated,1599.94
1063466035,621801360,bcbs_tx_ppo,S2103,CPT/HCPC,negotiated,1599.94
1063466035,621801360,bcbs_tx_ppo,60540,CPT/HCPC,negotiated,1647.08
1063466035,621801360,bcbs_tx_ppo,60540,CPT/HCPC,negotiated,1647.08
1063466035,621801360,bcbs_tx_ppo,60545,CPT/HCPC,negotiated,1885.49
1063466035,621801360,bcbs_tx_ppo,60545,CPT/HCPC,negotiated,1885.49
1063466035,621801360,bcbs_tx_ppo,82024,CPT/HCPC,negotiated,117.4
1063466035,621801360,bcbs_tx_ppo,82024,CPT/HCPC,negotiated,117.4
1063466035,621801360,bcbs_tx_ppo,99497,CPT/HCPC,negotiated,232.48
1063466035,621801360,bcbs_tx_ppo,99497,CPT/HCPC,negotiated,232.48
1063466035,621801360,bcbs_tx_ppo,99498,CPT/HCPC,negotiated,224.01
1063466035,621801360,bcbs_tx_ppo,99498,CPT/HCPC,negotiated,224.01
1063466035,621801360,bcbs_tx_ppo,E0572,CPT/HCPC,negotiated,68.74
1063466035,621801360,bcbs_tx_ppo,E0572,CPT/HCPC,negotiated,68.74
1063466035,621801360,bcbs_tx_ppo,94642,CPT/HCPC,negotiated,544.52
1063466035,621801360,bcbs_tx_ppo,94642,CPT/HCPC,negotiated,544.52
1063466035,621801360,bcbs_tx_ppo,A7015,CPT/HCPC,negotiated,3.24
1063466035,621801360,bcbs_tx_ppo,A7015,CPT/HCPC,negotiated,3.24
1063466035,621801360,bcbs_tx_ppo,J7352,CPT/HCPC,negotiated,6309.04
1063466035,621801360,bcbs_tx_ppo,J7352,CPT/HCPC,negotiated,6309.04
1063466035,621801360,bcbs_tx_ppo,81172,CPT/HCPC,negotiated,835.48
1063466035,621801360,bcbs_tx_ppo,81172,CPT/HCPC,negotiated,835.48
1063466035,621801360,bcbs_tx_ppo,81171,CPT/HCPC,negotiated,416.48
1063466035,621801360,bcbs_tx_ppo,81171,CPT/HCPC,negotiated,416.48
1063466035,621801360,bcbs_tx_ppo,86000,CPT/HCPC,negotiated,21.22
1063466035,621801360,bcbs_tx_ppo,86000,CPT/HCPC,negotiated,21.22
1063466035,621801360,bcbs_tx_ppo,E0194,CPT/HCPC,negotiated,6270.65
1063466035,621801360,bcbs_tx_ppo,E0194,CPT/HCPC,negotiated,6270.65
1063466035,621801360,bcbs_tx_ppo,E0186,CPT/HCPC,negotiated,39.91
1063466035,621801360,bcbs_tx_ppo,E0186,CPT/HCPC,negotiated,39.91
1063466035,621801360,bcbs_tx_ppo,E0197,CPT/HCPC,negotiated,45.37
1063466035,621801360,bcbs_tx_ppo,E0197,CPT/HCPC,negotiated,45.37
1063466035,621801360,bcbs_tx_ppo,94728,CPT/HCPC,negotiated,749.18
1063466035,621801360,bcbs_tx_ppo,94728,CPT/HCPC,negotiated,749.18
1063466035,621801360,bcbs_tx_ppo,82045,CPT/HCPC,negotiated,103.18
1063466035,621801360,bcbs_tx_ppo,82045,CPT/HCPC,negotiated,103.18
1063466035,621801360,bcbs_tx_ppo,82042,CPT/HCPC,negotiated,23.65
1063466035,621801360,bcbs_tx_ppo,82042,CPT/HCPC,negotiated,23.65
1063466035,621801360,bcbs_tx_ppo,82040,CPT/HCPC,negotiated,15.05
1063466035,621801360,bcbs_tx_ppo,82040,CPT/HCPC,negotiated,15.05
1063466035,621801360,bcbs_tx_ppo,82043,CPT/HCPC,negotiated,17.57
1063466035,621801360,bcbs_tx_ppo,82043,CPT/HCPC,negotiated,17.57
1063466035,621801360,bcbs_tx_ppo,82044,CPT/HCPC,negotiated,18.94
1063466035,621801360,bcbs_tx_ppo,82044,CPT/HCPC,negotiated,18.94
1063466035,621801360,bcbs_tx_ppo,J7609,CPT/HCPC,negotiated,0.2
1063466035,621801360,bcbs_tx_ppo,J7609,CPT/HCPC,negotiated,0.2
1063466035,621801360,bcbs_tx_ppo,J7611,CPT/HCPC,negotiated,0.2
1063466035,621801360,bcbs_tx_ppo,J7611,CPT/HCPC,negotiated,0.2
1063466035,621801360,bcbs_tx_ppo,J7613,CPT/HCPC,negotiated,0.16
1063466035,621801360,bcbs_tx_ppo,J7613,CPT/HCPC,negotiated,0.16
1063466035,621801360,bcbs_tx_ppo,J7620,CPT/HCPC,negotiated,0.47
1063466035,621801360,bcbs_tx_ppo,J7620,CPT/HCPC,negotiated,0.47
1063466035,621801360,bcbs_tx_ppo,82077,CPT/HCPC,negotiated,52.5
1063466035,621801360,bcbs_tx_ppo,82077,CPT/HCPC,negotiated,52.5
1063466035,621801360,bcbs_tx_ppo,82075,CPT/HCPC,negotiated,91.2
1063466035,621801360,bcbs_tx_ppo,82075,CPT/HCPC,negotiated,91.2
1063466035,621801360,bcbs_tx_ppo,99408,CPT/HCPC,negotiated,100.28
1063466035,621801360,bcbs_tx_ppo,99408,CPT/HCPC,negotiated,100.28
1063466035,621801360,bcbs_tx_ppo,99409,CPT/HCPC,negotiated,200.54
1063466035,621801360,bcbs_tx_ppo,99409,CPT/HCPC,negotiated,200.54
1063466035,621801360,bcbs_tx_ppo,G0396,CPT/HCPC,negotiated,100.28
1063466035,621801360,bcbs_tx_ppo,G0396,CPT/HCPC,negotiated,100.28
1063466035,621801360,bcbs_tx_ppo,G2011,CPT/HCPC,negotiated,50.14
1063466035,621801360,bcbs_tx_ppo,G2011,CPT/HCPC,negotiated,50.14
1063466035,621801360,bcbs_tx_ppo,G0397,CPT/HCPC,negotiated,195.21
1063466035,621801360,bcbs_tx_ppo,G0397,CPT/HCPC,negotiated,195.21
1063466035,621801360,bcbs_tx_ppo,82085,CPT/HCPC,negotiated,29.52
1063466035,621801360,bcbs_tx_ppo,82085,CPT/HCPC,negotiated,29.52
1063466035,621801360,bcbs_tx_ppo,82088,CPT/HCPC,negotiated,123.88
1063466035,621801360,bcbs_tx_ppo,82088,CPT/HCPC,negotiated,123.88
1063466035,621801360,bcbs_tx_ppo,80408,CPT/HCPC,negotiated,381.52
1063466035,621801360,bcbs_tx_ppo,80408,CPT/HCPC,negotiated,381.52
1063466035,621801360,bcbs_tx_ppo,A6196,CPT/HCPC,negotiated,15.56
1063466035,621801360,bcbs_tx_ppo,A6196,CPT/HCPC,negotiated,15.56
1063466035,621801360,bcbs_tx_ppo,A6197,CPT/HCPC,negotiated,34.76
1063466035,621801360,bcbs_tx_ppo,A6197,CPT/HCPC,negotiated,34.76
1063466035,621801360,bcbs_tx_ppo,A6199,CPT/HCPC,negotiated,11.17
1063466035,621801360,bcbs_tx_ppo,A6199,CPT/HCPC,negotiated,11.17
1063466035,621801360,bcbs_tx_ppo,Q0112,CPT/HCPC,negotiated,17.72
1063466035,621801360,bcbs_tx_ppo,Q0112,CPT/HCPC,negotiated,17.72
1063466035,621801360,bcbs_tx_ppo,86005,CPT/HCPC,negotiated,24.23
1063466035,621801360,bcbs_tx_ppo,86005,CPT/HCPC,negotiated,24.23
1063466035,621801360,bcbs_tx_ppo,86003,CPT/HCPC,negotiated,15.87
1063466035,621801360,bcbs_tx_ppo,86003,CPT/HCPC,negotiated,15.87
1063466035,621801360,bcbs_tx_ppo,86008,CPT/HCPC,negotiated,54.51
1063466035,621801360,bcbs_tx_ppo,86008,CPT/HCPC,negotiated,54.51
1063466035,621801360,bcbs_tx_ppo,86001,CPT/HCPC,negotiated,23.77
1063466035,621801360,bcbs_tx_ppo,86001,CPT/HCPC,negotiated,23.77
1063466035,621801360,bcbs_tx_ppo,95018,CPT/HCPC,negotiated,98.95
1063466035,621801360,bcbs_tx_ppo,95018,CPT/HCPC,negotiated,98.95
1063466035,621801360,bcbs_tx_ppo,95017,CPT/HCPC,negotiated,68.05
1063466035,621801360,bcbs_tx_ppo,95017,CPT/HCPC,negotiated,68.05
1063466035,621801360,bcbs_tx_ppo,Q4116,CPT/HCPC,negotiated,69.17
1063466035,621801360,bcbs_tx_ppo,Q4116,CPT/HCPC,negotiated,69.17
1063466035,621801360,bcbs_tx_ppo,Q4212,CPT/HCPC,negotiated,20.05
1063466035,621801360,bcbs_tx_ppo,Q4212,CPT/HCPC,negotiated,20.05
1063466035,621801360,bcbs_tx_ppo,38242,CPT/HCPC,negotiated,989.84
1063466035,621801360,bcbs_tx_ppo,38242,CPT/HCPC,negotiated,989.84
1063466035,621801360,bcbs_tx_ppo,Q4115,CPT/HCPC,negotiated,29.46
1063466035,621801360,bcbs_tx_ppo,Q4115,CPT/HCPC,negotiated,29.46
1063466035,621801360,bcbs_tx_ppo,82104,CPT/HCPC,negotiated,43.96
1063466035,621801360,bcbs_tx_ppo,82104,CPT/HCPC,negotiated,43.96
1063466035,621801360,bcbs_tx_ppo,82103,CPT/HCPC,negotiated,40.86
1063466035,621801360,bcbs_tx_ppo,82103,CPT/HCPC,negotiated,40.86
1063466035,621801360,bcbs_tx_ppo,82107,CPT/HCPC,negotiated,195.81
1063466035,621801360,bcbs_tx_ppo,82107,CPT/HCPC,negotiated,195.81
1063466035,621801360,bcbs_tx_ppo,82106,CPT/HCPC,negotiated,51.68
1063466035,621801360,bcbs_tx_ppo,82106,CPT/HCPC,negotiated,51.68
1063466035,621801360,bcbs_tx_ppo,82105,CPT/HCPC,negotiated,50.98
1063466035,621801360,bcbs_tx_ppo,82105,CPT/HCPC,negotiated,50.98
1063466035,621801360,bcbs_tx_ppo,J0275,CPT/HCPC,negotiated,121.56
1063466035,621801360,bcbs_tx_ppo,J0275,CPT/HCPC,negotiated,121.56
1063466035,621801360,bcbs_tx_ppo,82108,CPT/HCPC,negotiated,77.46
1063466035,621801360,bcbs_tx_ppo,82108,CPT/HCPC,negotiated,77.46
1063466035,621801360,bcbs_tx_ppo,41830,CPT/HCPC,negotiated,481.78
1063466035,621801360,bcbs_tx_ppo,41830,CPT/HCPC,negotiated,481.78
1063466035,621801360,bcbs_tx_ppo,41874,CPT/HCPC,negotiated,410.74
1063466035,621801360,bcbs_tx_ppo,41874,CPT/HCPC,negotiated,410.74
1063466035,621801360,bcbs_tx_ppo,93784,CPT/HCPC,negotiated,161.08
1063466035,621801360,bcbs_tx_ppo,93784,CPT/HCPC,negotiated,161.08
1063466035,621801360,bcbs_tx_ppo,93786,CPT/HCPC,negotiated,322.73
1063466035,621801360,bcbs_tx_ppo,93786,CPT/HCPC,negotiated,322.73
1063466035,621801360,bcbs_tx_ppo,93790,CPT/HCPC,negotiated,56.54
1063466035,621801360,bcbs_tx_ppo,93790,CPT/HCPC,negotiated,56.54
1063466035,621801360,bcbs_tx_ppo,93788,CPT/HCPC,negotiated,322.73
1063466035,621801360,bcbs_tx_ppo,93788,CPT/HCPC,negotiated,322.73
1063466035,621801360,bcbs_tx_ppo,95251,CPT/HCPC,negotiated,107.74
1063466035,621801360,bcbs_tx_ppo,95251,CPT/HCPC,negotiated,107.74
1063466035,621801360,bcbs_tx_ppo,95249,CPT/HCPC,negotiated,166.41
1063466035,621801360,bcbs_tx_ppo,95249,CPT/HCPC,negotiated,166.41
1063466035,621801360,bcbs_tx_ppo,95250,CPT/HCPC,negotiated,343.15
1063466035,621801360,bcbs_tx_ppo,95250,CPT/HCPC,negotiated,343.15
1063466035,621801360,bcbs_tx_ppo,E0779,CPT/HCPC,negotiated,34.94
1063466035,621801360,bcbs_tx_ppo,E0779,CPT/HCPC,negotiated,34.94
