,npi,taxid,plan_group_alias,billing_code,billing_code_type,negotiated_type,negotiated_rate_cal
113,1548387418,741180155,aetna_open_access_managed,280,DRG,negotiated,52895
114,1548387418,741180155,aetna_open_access_managed,281,DRG,negotiated,5598
115,1548387418,741180155,aetna_open_access_managed,282,DRG,negotiated,5333
116,1548387418,741180155,aetna_open_access_managed,283,DRG,negotiated,33575
117,1548387418,741180155,aetna_open_access_managed,286,DRG,negotiated,46590
118,1548387418,741180155,aetna_open_access_managed,287,DRG,negotiated,18496
119,1548387418,741180155,aetna_open_access_managed,291,DRG,negotiated,37645
120,1548387418,741180155,aetna_open_access_managed,299,DRG,negotiated,14220
121,1548387418,741180155,aetna_open_access_managed,300,DRG,negotiated,23700
122,1548387418,741180155,aetna_open_access_managed,301,DRG,negotiated,8262
123,1548387418,741180155,aetna_open_access_managed,303,DRG,negotiated,7997
124,1548387418,741180155,aetna_open_access_managed,304,DRG,negotiated,26452
125,1548387418,741180155,aetna_open_access_managed,305,DRG,negotiated,42941
126,1548387418,741180155,aetna_open_access_managed,308,DRG,negotiated,30333
127,1548387418,741180155,aetna_open_access_managed,309,DRG,negotiated,16227
128,1548387418,741180155,aetna_open_access_managed,310,DRG,negotiated,4979
129,1548387418,741180155,aetna_open_access_managed,312,DRG,negotiated,9530
130,1548387418,741180155,aetna_open_access_managed,313,DRG,negotiated,10406
131,1548387418,741180155,aetna_open_access_managed,314,DRG,negotiated,49696
132,1548387418,741180155,aetna_open_access_managed,315,DRG,negotiated,19621
133,1548387418,741180155,aetna_open_access_managed,316,DRG,negotiated,9388
134,1548387418,741180155,aetna_open_access_managed,326,DRG,negotiated,273972
135,1548387418,741180155,aetna_open_access_managed,327,DRG,negotiated,44257
136,1548387418,741180155,aetna_open_access_managed,328,DRG,negotiated,13996
137,1548387418,741180155,aetna_open_access_managed,329,DRG,negotiated,74684
138,1548387418,741180155,aetna_open_access_managed,330,DRG,negotiated,22223
139,1548387418,741180155,aetna_open_access_managed,331,DRG,negotiated,22091
140,1548387418,741180155,aetna_open_access_managed,334,DRG,negotiated,25782
141,1548387418,741180155,aetna_open_access_managed,335,DRG,negotiated,334952
142,1548387418,741180155,aetna_open_access_managed,336,DRG,negotiated,41622
143,1548387418,741180155,aetna_open_access_managed,337,DRG,negotiated,54388
144,1548387418,741180155,aetna_open_access_managed,339,DRG,negotiated,14080
145,1548387418,741180155,aetna_open_access_managed,342,DRG,negotiated,6878
146,1548387418,741180155,aetna_open_access_managed,343,DRG,negotiated,13089
147,1548387418,741180155,aetna_open_access_managed,345,DRG,negotiated,14869
148,1548387418,741180155,aetna_open_access_managed,346,DRG,negotiated,20336
149,1548387418,741180155,aetna_open_access_managed,348,DRG,negotiated,8420
150,1548387418,741180155,aetna_open_access_managed,350,DRG,negotiated,16414
151,1548387418,741180155,aetna_open_access_managed,352,DRG,negotiated,10411
152,1548387418,741180155,aetna_open_access_managed,354,DRG,negotiated,53900
153,1548387418,741180155,aetna_open_access_managed,355,DRG,negotiated,23688
154,1548387418,741180155,aetna_open_access_managed,356,DRG,negotiated,53048
155,1548387418,741180155,aetna_open_access_managed,357,DRG,negotiated,43398
156,1548387418,741180155,aetna_open_access_managed,358,DRG,negotiated,7565
157,1548387418,741180155,aetna_open_access_managed,368,DRG,negotiated,22853
158,1548387418,741180155,aetna_open_access_managed,371,DRG,negotiated,53022
159,1548387418,741180155,aetna_open_access_managed,372,DRG,negotiated,37756
160,1548387418,741180155,aetna_open_access_managed,374,DRG,negotiated,42827
161,1548387418,741180155,aetna_open_access_managed,375,DRG,negotiated,14803
162,1548387418,741180155,aetna_open_access_managed,377,DRG,negotiated,42273
163,1548387418,741180155,aetna_open_access_managed,378,DRG,negotiated,19226
164,1548387418,741180155,aetna_open_access_managed,379,DRG,negotiated,14634
165,1548387418,741180155,aetna_open_access_managed,380,DRG,negotiated,40055
166,1548387418,741180155,aetna_open_access_managed,385,DRG,negotiated,29639
167,1548387418,741180155,aetna_open_access_managed,386,DRG,negotiated,16093
168,1548387418,741180155,aetna_open_access_managed,388,DRG,negotiated,42261
169,1548387418,741180155,aetna_open_access_managed,389,DRG,negotiated,15590
170,1548387418,741180155,aetna_open_access_managed,390,DRG,negotiated,11545
171,1548387418,741180155,aetna_open_access_managed,391,DRG,negotiated,44110
172,1548387418,741180155,aetna_open_access_managed,392,DRG,negotiated,15366
173,1548387418,741180155,aetna_open_access_managed,393,DRG,negotiated,46000
174,1548387418,741180155,aetna_open_access_managed,394,DRG,negotiated,15203
175,1548387418,741180155,aetna_open_access_managed,395,DRG,negotiated,9227
176,1548387418,741180155,aetna_open_access_managed,405,DRG,negotiated,59075
177,1548387418,741180155,aetna_open_access_managed,406,DRG,negotiated,61117
178,1548387418,741180155,aetna_open_access_managed,407,DRG,negotiated,31500
179,1548387418,741180155,aetna_open_access_managed,408,DRG,negotiated,107633
180,1548387418,741180155,aetna_open_access_managed,417,DRG,negotiated,34890
181,1548387418,741180155,aetna_open_access_managed,418,DRG,negotiated,19438
182,1548387418,741180155,aetna_open_access_managed,419,DRG,negotiated,13320
183,1548387418,741180155,aetna_open_access_managed,423,DRG,negotiated,42014
184,1548387418,741180155,aetna_open_access_managed,432,DRG,negotiated,34658
185,1548387418,741180155,aetna_open_access_managed,433,DRG,negotiated,15823
186,1548387418,741180155,aetna_open_access_managed,435,DRG,negotiated,62925
187,1548387418,741180155,aetna_open_access_managed,436,DRG,negotiated,16119
188,1548387418,741180155,aetna_open_access_managed,438,DRG,negotiated,31469
189,1548387418,741180155,aetna_open_access_managed,439,DRG,negotiated,14236
190,1548387418,741180155,aetna_open_access_managed,440,DRG,negotiated,18552
191,1548387418,741180155,aetna_open_access_managed,441,DRG,negotiated,58609
192,1548387418,741180155,aetna_open_access_managed,442,DRG,negotiated,28658
193,1548387418,741180155,aetna_open_access_managed,443,DRG,negotiated,5399
194,1548387418,741180155,aetna_open_access_managed,444,DRG,negotiated,24638
195,1548387418,741180155,aetna_open_access_managed,445,DRG,negotiated,17039
196,1548387418,741180155,aetna_open_access_managed,454,DRG,negotiated,137073
197,1548387418,741180155,aetna_open_access_managed,455,DRG,negotiated,90219
198,1548387418,741180155,aetna_open_access_managed,456,DRG,negotiated,402907
199,1548387418,741180155,aetna_open_access_managed,457,DRG,negotiated,127870
200,1548387418,741180155,aetna_open_access_managed,459,DRG,negotiated,166236
201,1548387418,741180155,aetna_open_access_managed,460,DRG,negotiated,84437
202,1548387418,741180155,aetna_open_access_managed,464,DRG,negotiated,54276
203,1548387418,741180155,aetna_open_access_managed,467,DRG,negotiated,94777
204,1548387418,741180155,aetna_open_access_managed,468,DRG,negotiated,86783
205,1548387418,741180155,aetna_open_access_managed,469,DRG,negotiated,89796
206,1548387418,741180155,aetna_open_access_managed,470,DRG,negotiated,84717
207,1548387418,741180155,aetna_open_access_managed,472,DRG,negotiated,37153
208,1548387418,741180155,aetna_open_access_managed,477,DRG,negotiated,443103
209,1548387418,741180155,aetna_open_access_managed,481,DRG,negotiated,44200
210,1548387418,741180155,aetna_open_access_managed,483,DRG,negotiated,51567
211,1548387418,741180155,aetna_open_access_managed,489,DRG,negotiated,11228
212,1548387418,741180155,aetna_open_access_managed,493,DRG,negotiated,27914
213,1548387418,741180155,aetna_open_access_managed,494,DRG,negotiated,17370
214,1548387418,741180155,aetna_open_access_managed,496,DRG,negotiated,33041
215,1548387418,741180155,aetna_open_access_managed,502,DRG,negotiated,42754
216,1548387418,741180155,aetna_open_access_managed,511,DRG,negotiated,25434
217,1548387418,741180155,aetna_open_access_managed,516,DRG,negotiated,39611
218,1548387418,741180155,aetna_open_access_managed,517,DRG,negotiated,50211
219,1548387418,741180155,aetna_open_access_managed,519,DRG,negotiated,42079
220,1548387418,741180155,aetna_open_access_managed,520,DRG,negotiated,29103
221,1548387418,741180155,aetna_open_access_managed,542,DRG,negotiated,45970
222,1548387418,741180155,aetna_open_access_managed,543,DRG,negotiated,41551
223,1548387418,741180155,aetna_open_access_managed,545,DRG,negotiated,64899
224,1548387418,741180155,aetna_open_access_managed,546,DRG,negotiated,43156
225,1548387418,741180155,aetna_open_access_managed,551,DRG,negotiated,40310
226,1548387418,741180155,aetna_open_access_managed,552,DRG,negotiated,10404
227,1548387418,741180155,aetna_open_access_managed,554,DRG,negotiated,50509
228,1548387418,741180155,aetna_open_access_managed,555,DRG,negotiated,23283
229,1548387418,741180155,aetna_open_access_managed,556,DRG,negotiated,26675
230,1548387418,741180155,aetna_open_access_managed,558,DRG,negotiated,23043
231,1548387418,741180155,aetna_open_access_managed,560,DRG,negotiated,16425
232,1548387418,741180155,aetna_open_access_managed,561,DRG,negotiated,6518
233,1548387418,741180155,aetna_open_access_managed,563,DRG,negotiated,5606
234,1548387418,741180155,aetna_open_access_managed,578,DRG,negotiated,15561
235,1548387418,741180155,aetna_open_access_managed,579,DRG,negotiated,45723
236,1548387418,741180155,aetna_open_access_managed,580,DRG,negotiated,38998
237,1548387418,741180155,aetna_open_access_managed,581,DRG,negotiated,37759
238,1548387418,741180155,aetna_open_access_managed,584,DRG,negotiated,15364
239,1548387418,741180155,aetna_open_access_managed,585,DRG,negotiated,33295
240,1548387418,741180155,aetna_open_access_managed,596,DRG,negotiated,50395
241,1548387418,741180155,aetna_open_access_managed,602,DRG,negotiated,46257
242,1548387418,741180155,aetna_open_access_managed,603,DRG,negotiated,10843
243,1548387418,741180155,aetna_open_access_managed,614,DRG,negotiated,47103
244,1548387418,741180155,aetna_open_access_managed,615,DRG,negotiated,9048
245,1548387418,741180155,aetna_open_access_managed,616,DRG,negotiated,114754
246,1548387418,741180155,aetna_open_access_managed,617,DRG,negotiated,39356
247,1548387418,741180155,aetna_open_access_managed,620,DRG,negotiated,29808
248,1548387418,741180155,aetna_open_access_managed,621,DRG,negotiated,22873
249,1548387418,741180155,aetna_open_access_managed,626,DRG,negotiated,6808
250,1548387418,741180155,aetna_open_access_managed,630,DRG,negotiated,40999
251,1548387418,741180155,aetna_open_access_managed,637,DRG,negotiated,20895
252,1548387418,741180155,aetna_open_access_managed,638,DRG,negotiated,27447
253,1548387418,741180155,aetna_open_access_managed,639,DRG,negotiated,20088
254,1548387418,741180155,aetna_open_access_managed,640,DRG,negotiated,15724
255,1548387418,741180155,aetna_open_access_managed,641,DRG,negotiated,13800
256,1548387418,741180155,aetna_open_access_managed,642,DRG,negotiated,129674
257,1548387418,741180155,aetna_open_access_managed,643,DRG,negotiated,41008
258,1548387418,741180155,aetna_open_access_managed,644,DRG,negotiated,15097
259,1548387418,741180155,aetna_open_access_managed,645,DRG,negotiated,22944
260,1548387418,741180155,aetna_open_access_managed,652,DRG,negotiated,86971
261,1548387418,741180155,aetna_open_access_managed,654,DRG,negotiated,40523
262,1548387418,741180155,aetna_open_access_managed,656,DRG,negotiated,16958
263,1548387418,741180155,aetna_open_access_managed,657,DRG,negotiated,41483
264,1548387418,741180155,aetna_open_access_managed,658,DRG,negotiated,14581
265,1548387418,741180155,aetna_open_access_managed,659,DRG,negotiated,20184
266,1548387418,741180155,aetna_open_access_managed,660,DRG,negotiated,14603
267,1548387418,741180155,aetna_open_access_managed,661,DRG,negotiated,8691
268,1548387418,741180155,aetna_open_access_managed,665,DRG,negotiated,54600
269,1548387418,741180155,aetna_open_access_managed,673,DRG,negotiated,53561
270,1548387418,741180155,aetna_open_access_managed,674,DRG,negotiated,51217
271,1548387418,741180155,aetna_open_access_managed,682,DRG,negotiated,29929
272,1548387418,741180155,aetna_open_access_managed,683,DRG,negotiated,23193
273,1548387418,741180155,aetna_open_access_managed,687,DRG,negotiated,125475
274,1548387418,741180155,aetna_open_access_managed,689,DRG,negotiated,34581
275,1548387418,741180155,aetna_open_access_managed,690,DRG,negotiated,15747
276,1548387418,741180155,aetna_open_access_managed,694,DRG,negotiated,9114
277,1548387418,741180155,aetna_open_access_managed,696,DRG,negotiated,4600
278,1548387418,741180155,aetna_open_access_managed,698,DRG,negotiated,31008
279,1548387418,741180155,aetna_open_access_managed,699,DRG,negotiated,24908
280,1548387418,741180155,aetna_open_access_managed,700,DRG,negotiated,192410
281,1548387418,741180155,aetna_open_access_managed,708,DRG,negotiated,16907
282,1548387418,741180155,aetna_open_access_managed,711,DRG,negotiated,6664
283,1548387418,741180155,aetna_open_access_managed,712,DRG,negotiated,15840
284,1548387418,741180155,aetna_open_access_managed,715,DRG,negotiated,9291
285,1548387418,741180155,aetna_open_access_managed,728,DRG,negotiated,9367
286,1548387418,741180155,aetna_open_access_managed,737,DRG,negotiated,26474
287,1548387418,741180155,aetna_open_access_managed,740,DRG,negotiated,21713
288,1548387418,741180155,aetna_open_access_managed,741,DRG,negotiated,14076
289,1548387418,741180155,aetna_open_access_managed,742,DRG,negotiated,18369
290,1548387418,741180155,aetna_open_access_managed,743,DRG,negotiated,14335
291,1548387418,741180155,aetna_open_access_managed,746,DRG,negotiated,33637
292,1548387418,741180155,aetna_open_access_managed,754,DRG,negotiated,40942
293,1548387418,741180155,aetna_open_access_managed,759,DRG,negotiated,5635
294,1548387418,741180155,aetna_open_access_managed,760,DRG,negotiated,9287
295,1548387418,741180155,aetna_open_access_managed,761,DRG,negotiated,5391
296,1548387418,741180155,aetna_open_access_managed,768,DRG,negotiated,17747
297,1548387418,741180155,aetna_open_access_managed,776,DRG,negotiated,103879
298,1548387418,741180155,aetna_open_access_managed,779,DRG,negotiated,13594
299,1548387418,741180155,aetna_open_access_managed,785,DRG,negotiated,12581
300,1548387418,741180155,aetna_open_access_managed,786,DRG,negotiated,13228
301,1548387418,741180155,aetna_open_access_managed,787,DRG,negotiated,13047
302,1548387418,741180155,aetna_open_access_managed,788,DRG,negotiated,13221
303,1548387418,741180155,aetna_open_access_managed,790,DRG,negotiated,45664
304,1548387418,741180155,aetna_open_access_managed,791,DRG,negotiated,4252
305,1548387418,741180155,aetna_open_access_managed,792,DRG,negotiated,4400
306,1548387418,741180155,aetna_open_access_managed,793,DRG,negotiated,17327
307,1548387418,741180155,aetna_open_access_managed,794,DRG,negotiated,3018
308,1548387418,741180155,aetna_open_access_managed,795,DRG,negotiated,3141
309,1548387418,741180155,aetna_open_access_managed,805,DRG,negotiated,13254
310,1548387418,741180155,aetna_open_access_managed,806,DRG,negotiated,13642
311,1548387418,741180155,aetna_open_access_managed,807,DRG,negotiated,8803
312,1548387418,741180155,aetna_open_access_managed,808,DRG,negotiated,56436
313,1548387418,741180155,aetna_open_access_managed,809,DRG,negotiated,20890
314,1548387418,741180155,aetna_open_access_managed,811,DRG,negotiated,31138
315,1548387418,741180155,aetna_open_access_managed,812,DRG,negotiated,17119
316,1548387418,741180155,aetna_open_access_managed,815,DRG,negotiated,41449
317,1548387418,741180155,aetna_open_access_managed,817,DRG,negotiated,8538
318,1548387418,741180155,aetna_open_access_managed,824,DRG,negotiated,10047
319,1548387418,741180155,aetna_open_access_managed,826,DRG,negotiated,70174
320,1548387418,741180155,aetna_open_access_managed,827,DRG,negotiated,16731
321,1548387418,741180155,aetna_open_access_managed,829,DRG,negotiated,58440
322,1548387418,741180155,aetna_open_access_managed,832,DRG,negotiated,10463
323,1548387418,741180155,aetna_open_access_managed,833,DRG,negotiated,5124
324,1548387418,741180155,aetna_open_access_managed,834,DRG,negotiated,219372
325,1548387418,741180155,aetna_open_access_managed,837,DRG,negotiated,30073
326,1548387418,741180155,aetna_open_access_managed,838,DRG,negotiated,55668
327,1548387418,741180155,aetna_open_access_managed,839,DRG,negotiated,41954
328,1548387418,741180155,aetna_open_access_managed,840,DRG,negotiated,63641
329,1548387418,741180155,aetna_open_access_managed,841,DRG,negotiated,76992
330,1548387418,741180155,aetna_open_access_managed,846,DRG,negotiated,67829
331,1548387418,741180155,aetna_open_access_managed,847,DRG,negotiated,65504
332,1548387418,741180155,aetna_open_access_managed,853,DRG,negotiated,74441
333,1548387418,741180155,aetna_open_access_managed,854,DRG,negotiated,23310
334,1548387418,741180155,aetna_open_access_managed,855,DRG,negotiated,18462
335,1548387418,741180155,aetna_open_access_managed,856,DRG,negotiated,84407
336,1548387418,741180155,aetna_open_access_managed,857,DRG,negotiated,21680
337,1548387418,741180155,aetna_open_access_managed,858,DRG,negotiated,20362
338,1548387418,741180155,aetna_open_access_managed,862,DRG,negotiated,14360
339,1548387418,741180155,aetna_open_access_managed,863,DRG,negotiated,20705
340,1548387418,741180155,aetna_open_access_managed,864,DRG,negotiated,21192
341,1548387418,741180155,aetna_open_access_managed,865,DRG,negotiated,25582
342,1548387418,741180155,aetna_open_access_managed,866,DRG,negotiated,23762
343,1548387418,741180155,aetna_open_access_managed,870,DRG,negotiated,318066
344,1548387418,741180155,aetna_open_access_managed,871,DRG,negotiated,50038
345,1548387418,741180155,aetna_open_access_managed,872,DRG,negotiated,21606
346,1548387418,741180155,aetna_open_access_managed,880,DRG,negotiated,8536
347,1548387418,741180155,aetna_open_access_managed,881,DRG,negotiated,14634
348,1548387418,741180155,aetna_open_access_managed,882,DRG,negotiated,12973
349,1548387418,741180155,aetna_open_access_managed,883,DRG,negotiated,21951
350,1548387418,741180155,aetna_open_access_managed,885,DRG,negotiated,14552
351,1548387418,741180155,aetna_open_access_managed,896,DRG,negotiated,6303
352,1548387418,741180155,aetna_open_access_managed,897,DRG,negotiated,26353
353,1548387418,741180155,aetna_open_access_managed,907,DRG,negotiated,173088
354,1548387418,741180155,aetna_open_access_managed,908,DRG,negotiated,44419
355,1548387418,741180155,aetna_open_access_managed,909,DRG,negotiated,20036
356,1548387418,741180155,aetna_open_access_managed,916,DRG,negotiated,25404
357,1548387418,741180155,aetna_open_access_managed,917,DRG,negotiated,17356
358,1548387418,741180155,aetna_open_access_managed,918,DRG,negotiated,10101
359,1548387418,741180155,aetna_open_access_managed,919,DRG,negotiated,17014
360,1548387418,741180155,aetna_open_access_managed,920,DRG,negotiated,53387
361,1548387418,741180155,aetna_open_access_managed,921,DRG,negotiated,7567
362,1548387418,741180155,aetna_open_access_managed,941,DRG,negotiated,27784
363,1548387418,741180155,aetna_open_access_managed,945,DRG,negotiated,23902
364,1548387418,741180155,aetna_open_access_managed,948,DRG,negotiated,44707
365,1548387418,741180155,aetna_open_access_managed,949,DRG,negotiated,59564
366,1548387418,741180155,aetna_open_access_managed,950,DRG,negotiated,39763
367,1548387418,741180155,aetna_open_access_managed,951,DRG,negotiated,41790
368,1548387418,741180155,aetna_open_access_managed,969,DRG,negotiated,433270
369,1548387418,741180155,aetna_open_access_managed,974,DRG,negotiated,33543
370,1548387418,741180155,aetna_open_access_managed,981,DRG,negotiated,275028
371,1548387418,741180155,aetna_open_access_managed,982,DRG,negotiated,68743
0,1548387418,741180155,bcbs_tx_ppo,1,DRG,negotiated,1153830
1,1548387418,741180155,bcbs_tx_ppo,3,DRG,negotiated,1128186
2,1548387418,741180155,bcbs_tx_ppo,4,DRG,negotiated,906791
3,1548387418,741180155,bcbs_tx_ppo,5,DRG,negotiated,437509
4,1548387418,741180155,bcbs_tx_ppo,7,DRG,negotiated,527418
5,1548387418,741180155,bcbs_tx_ppo,8,DRG,negotiated,222910
6,1548387418,741180155,bcbs_tx_ppo,10,DRG,negotiated,131661
7,1548387418,741180155,bcbs_tx_ppo,11,DRG,negotiated,261481
8,1548387418,741180155,bcbs_tx_ppo,12,DRG,negotiated,59279
9,1548387418,741180155,bcbs_tx_ppo,14,DRG,negotiated,332237
10,1548387418,741180155,bcbs_tx_ppo,16,DRG,negotiated,170193
11,1548387418,741180155,bcbs_tx_ppo,18,DRG,negotiated,201319
12,1548387418,741180155,bcbs_tx_ppo,19,DRG,negotiated,907766
